Input file=../chi/archive/chi2020.04t.txt
WS=Wind Speed (m/s)
WD=Wind Dir (deg)
AT=Air Temp (C)

Year=2020
Min WS=      0.00000  Max WS=      24.4000
Min WD=      0.00000  Max WD=      360.000
Min AT=     -16.6000  Max AT=      33.8000

 Daily Averages
 DOY    WS    WD    AT     n
 208   7.60  212  28.94  720
 209   5.21  276  26.12  720
 210   5.02  262  25.82  720
 211   7.22  242  26.07  720
 212   7.40  066  24.44  720
 213   7.20  046  23.33  720
 214   4.96  044  23.21  720
 215   5.16  226  21.86  720
 216   8.36  336  19.86  720
 217  10.02  359  18.97  720
 218   5.04  240  20.07  720
 219   4.15  169  22.09  720
 220   3.89  119  22.41  720
 221   6.78  182  24.22  720
 222   7.72  188  26.21  720
 223   7.18  177  25.02  720
 224   5.14  318  22.25  720
 225   2.74  078  23.01  720
 226   4.29  079  23.74  720
 227   4.64  039  24.28  720
 228   3.04  068  24.43  720
 229   6.54  343  22.28  720
 230   4.27  004  23.61  720
 231   6.23  062  22.50  720
 232   4.84  054  21.67  720
 233   4.98  170  23.16  720
 234   4.89  198  24.64  720
 235   4.93  204  25.39  720
 236   5.99  188  25.71  720
 237   3.79  190  27.21  720
 238   5.94  250  27.15  720
 239   6.61  202  27.55  720
 240   7.05  237  28.90  720
 241   6.08  223  28.71  720
 242   7.99  319  24.96  720
 243   5.28  026  21.70  720
 244   7.39  150  22.91  720
 245   5.81  021  22.68  720
 246   6.50  250  23.88  720
 247   8.78  248  25.59  720
 248   7.07  294  20.62  720
 249   8.25  266  22.79  720
 250   8.44  174  21.13  720
 251   9.51  307  22.49  720
 252   9.62  033  18.22  720
 253   7.41  028  17.03  719
 254   8.26  018  16.89  719
 255   7.42  071  17.56  720
 256   7.95  155  19.54  720
 257   5.04  301  18.83  720
 258   2.42  027  18.89  720
 259   7.06  170  20.09  720
 260   7.29  231  22.51  720
 261   8.61  024  18.59  720
 262   9.25  030  14.79  720
 263   5.65  113  14.05  720
 264   5.66  132  17.01  717
 265   7.37  146  17.85  719
 266   4.41  192  19.97  720
 267   4.85  230  21.56  720
 268   5.41  209  20.69  720
 269   5.51  174  20.96  720
 270   9.99  194  20.51  720
 271  10.48  231  21.38  720
 272   6.45  279  13.88  720
 273   6.15  265  12.63  720
 274  10.13  248  14.46  720
 275   6.87  291  12.26  720
 276   7.64  331   9.75  720
 277   4.75  168  10.92  720
 278   6.94  320   9.28  720
 279   6.67  244  11.77  720
 280   8.98  221  15.95  720
 281   7.47  278  19.08  720
 282   4.15  308  15.48  720
 283   8.64  162  18.18  720
 284   9.28  239  19.75  720
 285   6.08  051  15.31  719
 286   8.92  165  16.16  719
 287   8.04  243  15.63  719
 288   8.96  220  16.70  719
 289  10.01  276  14.48  720
 290   7.67  256   9.00  720
 291  10.78  206  11.01  720
 292  10.19  244  11.62  720
 293   5.83  332   6.98  720
 294   7.77  045   8.63  720
 295   6.80  217  10.17  720
 296   7.59  099  12.71  720
 297  10.60  254  15.21  720
 298   8.26  343   5.33  720
 299   7.47  040   7.06  720
 300   9.36  345   4.48  720
 301   4.19  307   2.56  720
 302   6.78  233   4.88  720
 303   9.87  339   7.84  720
 304   7.79  339   3.06  720
 305   8.43  161   6.73  720
 306  13.66  277   6.82  720
 307   7.71  265   3.61  720
 308   8.16  233  11.93  720
 309  10.30  197  15.41  720
 310   8.20  213  17.43  720
 311   7.61  203  16.82  720
 312   8.04  196  16.91  720
 313   6.94  172  16.20  720
 314   8.21  178  18.85  720
 315  12.67  194  19.81  720
 316   9.40  258   6.40  720
 317   5.04  197   7.24  720
 318   6.32  259   4.96  720
 319   8.38  185   3.58  720
 320  15.13  218   8.35  665
 321   9.43  248   3.56  720
 322   9.06  302   3.36  720
 323   9.09  215   5.92  720
 324  16.48  204  12.10  720
 325   9.53  252  14.16  720
 326   5.31  006   6.37  720
 327   4.47  114   5.54  720
 328   5.68  305   5.24  720
 329   8.48  148   4.60  720
 330   6.65  145   7.29  720
 331   6.90  265   6.80  720
 332   5.93  237   5.84  720
 333   7.00  248   4.37  720
 334   8.40  221   7.09  720
 335  14.38  335   1.83  720
 336   8.90  303  -1.17  720
 337   5.27  285   2.20  720
 338   7.42  251   4.22  720
 339   8.27  261   4.16  720
 340   6.70  009   3.58  720
 341   3.54  049   2.59  720
 342   3.61  306   2.28  720
 343   5.05  267   2.03  720
 344   5.80  253   4.61  720
 345   4.05  214   8.05  720
 346   7.47  020   7.49  720
 347  11.20  016   4.63  720
 348   5.36  295   0.98  720
 349   7.51  292  -1.09  720
 350   5.58  006  -2.00  720
 351   7.90  082  -0.56  720
 352   4.76  354   0.98  720
 353   6.47  209   0.61  720
 354  10.16  202   3.69  720
 355   6.73  242   2.82  720
 356   7.94  242   3.82  720
 357   8.11  264   3.41  720
 358  13.72  183   7.45  720
 359  11.31  258  -5.37  720
 360   8.69  285  -9.77  720
 361   6.18  266  -4.82  720
 362   7.03  154   1.59  720
 363   8.25  287   0.78  720
 364   6.21  244  -2.85  720
 365  10.38  210   0.52  720
 366   4.94  255  -3.00  716
