DOY,WS,WD,AT,n
132,8.54,031,7.03,720
133,5.67,035,8.19,720
134,4.66,124,12.79,720
135,5.61,342,13.30,720
136,3.33,359,10.75,714
137,5.87,336,12.42,720
138,6.90,359,9.52,720
139,3.30,025,10.62,720
140,7.54,009,7.91,720
141,5.03,032,9.68,720
142,3.82,001,9.72,720
143,2.03,142,13.24,720
144,4.36,135,18.30,720
145,6.00,174,23.38,720
146,5.09,179,23.34,720
147,4.15,159,24.57,720
148,3.98,218,24.64,720
149,4.28,346,17.13,720
150,3.96,038,18.98,720
151,6.35,236,25.29,711
152,6.10,356,16.56,720
153,7.35,357,11.18,720
154,7.11,307,17.48,720
155,6.33,310,18.23,728
156,8.50,306,17.11,711
157,4.79,056,13.70,720
158,3.66,353,14.83,720
159,5.36,349,13.06,720
160,3.72,360,13.14,720
161,4.43,001,14.01,720
162,6.21,058,14.77,727
163,4.09,084,16.30,720
164,4.56,311,20.50,720
165,3.14,182,20.87,720
166,4.60,119,20.17,720
167,7.00,163,22.87,720
168,6.58,203,28.33,720
169,8.60,234,29.57,720
170,5.41,350,17.61,720
171,6.33,343,16.54,720
172,6.52,053,17.15,720
173,7.70,027,16.00,720
174,4.79,360,16.75,720
175,3.47,359,17.90,720
176,6.20,033,16.78,720
177,7.69,118,19.24,720
178,5.67,265,20.73,720
179,2.77,145,20.96,720
180,5.71,168,25.16,720
181,8.90,190,28.55,720
182,9.64,191,27.60,720
183,4.49,333,22.53,727
184,2.10,061,21.38,720
185,4.36,161,25.76,720
186,5.27,193,25.32,711
187,7.63,359,21.81,720
188,5.35,065,20.10,720
189,3.82,125,21.49,720
190,4.88,196,25.44,720
191,6.01,305,25.29,720
192,3.98,023,22.66,720
193,3.99,148,24.53,720
194,6.70,179,25.86,720
195,4.03,178,24.93,720
196,2.75,111,24.24,712
197,2.80,184,26.14,720
198,5.67,356,23.48,720
199,5.18,044,21.41,720
200,4.95,114,23.66,720
201,9.11,204,24.16,720
202,9.39,319,20.88,720
203,9.19,354,21.22,720
204,6.31,344,20.59,720
205,3.21,342,21.82,720
206,4.45,330,23.64,720
207,6.38,269,24.37,720
208,6.13,317,20.95,720
209,3.91,333,21.37,720
210,2.80,164,22.38,720
211,3.34,120,21.88,720
212,4.15,031,22.66,720
213,4.31,236,23.22,720
214,7.08,212,24.74,720
215,3.53,067,22.99,720
216,5.48,163,26.53,720
217,9.78,212,28.50,729
218,5.02,333,25.15,720
219,2.62,020,23.30,720
220,3.09,022,22.73,720
221,6.22,250,25.75,720
222,3.98,019,23.45,720
223,3.60,020,24.72,720
224,2.81,333,24.79,720
225,2.54,051,24.61,720
226,4.11,188,26.25,720
227,4.90,165,26.00,720
228,3.49,125,24.16,720
229,3.58,049,23.53,720
230,5.80,017,24.20,720
231,4.42,048,24.07,720
232,9.28,117,24.28,720
233,7.87,286,22.60,720
234,7.12,339,20.85,720
235,4.49,256,22.72,720
236,9.02,191,21.18,720
237,7.72,184,21.80,720
238,4.70,191,27.25,720
239,11.44,210,29.07,728
240,11.38,196,27.21,720
241,6.42,308,21.59,720
242,5.77,047,19.34,720
243,5.71,131,21.57,720
244,7.98,190,24.14,720
245,6.59,195,26.20,720
246,4.62,075,24.07,720
247,5.88,172,25.89,720
248,8.46,211,27.48,720
249,8.62,016,21.11,709
250,8.34,052,21.03,711
251,12.04,066,19.67,720
252,11.87,055,17.85,720
253,7.64,027,18.32,720
254,4.66,138,19.28,720
255,5.52,140,20.67,720
256,4.40,119,20.67,720
257,3.77,111,21.35,720
258,2.35,037,21.59,720
259,3.89,073,22.43,720
260,3.50,131,24.24,720
261,4.69,337,22.83,720
262,5.60,036,20.17,720
263,4.26,115,22.85,720
264,11.87,240,25.82,720
265,8.58,038,15.36,720
266,4.35,123,16.91,720
267,7.26,119,18.91,720
268,5.45,190,22.44,720
269,7.59,291,16.70,720
270,5.45,234,17.05,720
271,6.92,262,16.27,720
272,5.17,335,12.00,720
273,6.01,069,14.71,720
274,5.08,065,15.61,720
275,4.75,327,17.24,720
276,8.89,169,21.29,720
277,12.12,328,18.73,720
278,8.42,145,15.04,720
279,5.79,280,17.97,720
280,7.19,039,15.12,720
281,7.00,162,21.14,720
282,6.72,181,23.88,720
283,8.73,180,21.75,720
284,11.68,271,10.63,720
285,6.61,280,6.02,720
286,6.45,246,6.63,720
287,5.33,211,10.49,720
288,7.91,298,7.38,720
289,8.88,243,8.58,720
290,8.60,291,9.73,720
291,5.35,272,9.90,720
292,10.06,216,11.83,720
293,11.41,282,9.74,720
294,7.87,275,4.64,720
295,7.09,231,10.79,713
296,7.85,326,10.30,720
297,4.06,098,8.79,720
298,4.87,140,8.85,720
299,5.46,080,9.64,720
300,4.80,032,10.36,720
301,8.56,237,9.69,720
302,5.86,300,8.88,720
303,6.59,155,12.06,720
304,5.83,350,11.50,720
305,8.11,030,10.82,720
306,7.28,353,7.67,720
307,4.36,356,7.33,720
308,13.68,131,10.25,720
309,8.79,198,9.48,720
310,10.07,229,9.65,720
311,11.15,269,4.17,720
312,4.49,284,2.53,720
313,6.22,265,2.56,720
314,9.78,268,-2.86,720
315,8.20,208,1.24,720
316,6.07,313,2.67,710
317,7.88,309,-3.19,720
318,4.85,315,-2.27,720
319,5.94,128,1.61,720
320,8.78,254,2.15,720
321,5.32,323,2.63,720
322,5.28,348,2.71,720
323,5.30,254,-0.32,720
324,7.43,296,0.58,720
325,8.05,313,1.00,720
326,7.56,115,1.43,720
327,10.21,170,4.96,720
328,8.57,208,7.60,720
329,7.64,343,5.04,720
330,15.92,351,0.46,720
331,7.64,288,-3.79,720
332,5.74,267,-4.79,720
333,5.93,163,0.11,720
334,3.35,347,2.76,720
335,9.89,099,4.18,720
336,5.90,202,6.68,720
337,10.82,329,1.76,720
338,6.37,309,-0.27,720
339,7.20,266,-1.59,720
340,8.21,272,-0.07,720
341,6.01,295,-4.66,720
342,4.40,294,-3.35,720
343,3.04,332,-1.97,720
344,4.14,279,-2.07,720
345,6.04,231,0.31,720
346,8.96,177,2.86,720
347,4.68,198,1.76,720
348,4.34,025,4.21,720
349,5.10,017,3.58,703
350,4.44,303,4.51,720
351,6.76,318,3.24,720
352,4.35,221,2.40,720
353,8.29,192,4.90,720
354,5.99,181,6.88,720
355,10.96,342,2.26,711
356,5.30,261,-0.22,720
357,5.99,280,1.40,720
358,7.34,274,-0.66,720
359,4.32,193,2.94,720
360,1.49,173,3.53,431
