Input file=chi2017.04t.txt
WS=Wind Speed (m/s)
WD=Wind Dir (deg)
AT=Air Temp (C)

Year=2017
Min WS=      0.00000  Max WS=      25.0000
Min WD=      0.00000  Max WD=      360.000
Min AT=     -17.8000  Max AT=      33.6000

 Daily Averages
 DOY    WS    WD    AT     n
 251   4.90  001  17.87  720
 252   7.92  094  17.68  720
 253   7.05  117  17.42  720
 254   5.19  111  18.07  720
 255   4.69  051  19.32  720
 256   4.07  080  19.53  720
 257   4.15  155  19.24  720
 258   6.70  155  21.54  720
 259   6.57  154  22.65  720
 260   5.63  163  23.79  720
 261   5.34  026  19.84  720
 262   3.74  055  20.15  720
 263   5.73  142  22.76  720
 264   6.33  172  26.48  720
 265   5.34  159  26.03  720
 266   5.57  145  25.89  720
 267   4.68  135  24.90  720
 268   5.66  145  24.86  720
 269   6.02  193  26.90  720
 270   7.48  336  20.51  720
 271   6.83  349  16.92  720
 272   8.16  309  17.92  720
 273   7.03  058  15.96  720
 274   8.25  141  16.98  720
 275   8.66  163  20.37  720
 276   9.64  190  21.91  720
 277   8.01  207  20.85  720
 278   3.89  019  18.15  720
 279   4.53  096  18.09  720
 280  11.53  193  21.14  720
 281   8.06  206  18.10  720
 282   3.70  143  19.44  720
 283   8.41  022  17.46  720
 284  12.85  064  15.39  720
 285   5.99  114  14.60  720
 286   5.75  176  16.10  720
 287   5.24  123  17.50  720
 288  10.94  260  15.86  720
 289   6.59  273  12.20  727
 290   8.92  216  15.91  702
 291   9.52  199  16.39  720
 292   6.62  237  16.32  720
 293   7.11  183  18.57  720
 294  10.02  185  19.54  720
 295  10.77  186  18.35  720
 296   8.14  346  12.32  720
 297   9.20  271   9.88  703
 298   6.56  275   7.56  720
 299   7.29  172  10.71  720
 300  10.28  237   7.99  720
 301   8.55  258   4.31  720
 302   6.21  267   4.93  720
 303  10.25  257   7.73  720
 304   9.64  265   3.61  720
 305   7.25  187   5.02  720
 306   5.11  203   9.06  720
 307   8.67  005   8.32  720
 308   9.10  115   8.63  720
 309   3.25  358  10.40  720
 310   8.48  351   5.84  720
 311   8.19  030   6.87  720
 312   4.31  298   5.55  720
 313   7.90  263   5.82  720
 314   8.23  352  -2.01  720
 315   8.98  170  -0.07  720
 316   3.96  237   4.92  720
 317   4.55  288   3.95  720
 318   7.25  189   5.76  720
 319  10.13  207   8.87  720
 320   8.37  314   2.92  720
 321   8.73  171   4.54  720
 322  10.78  341   6.68  720
 323   9.86  300   1.88  720
 324  11.99  224   4.98  720
 325  13.30  243   6.54  720
 326   7.03  297  -0.83  720
 327   6.70  222   3.20  720
 328   9.62  199   8.01  720
 329   8.82  286   9.63  720
 330   5.91  282   4.82  720
 331   5.63  198   8.52  720
 332  12.29  213  13.10  720
 333   5.88  355   7.55  720
 334   7.80  249   8.63  720
 335   4.62  250   7.33  720
 336   4.90  200   8.09  720
 337   3.98  243   9.05  720
 338  12.14  181  12.31  720
 339  17.02  244   5.39  720
 340  10.82  256   0.16  720
 341   9.38  280  -3.20  720
 342   9.09  250  -2.80  720
 343  10.49  269  -0.81  720
 344   7.84  267  -2.55  720
 345   6.63  221  -0.11  720
 346  11.07  311  -3.76  720
 347   9.60  231  -2.05  720
 348   9.54  326  -3.33  720
 349   7.72  263  -2.36  720
 350   6.76  211   3.95  720
 351   3.23  080   4.19  720
 352   5.67  230   6.67  728
 353   9.41  251   7.38  720
 354   7.22  342   1.75  720
 355   6.35  110   2.27  720
 356   4.60  035   3.19  720
 357   7.14  334  -0.18  720
 358   5.70  328  -4.19  720
 359  10.69  272  -7.74  720
 360   8.22  279 -14.92  720
 361   7.46  298 -15.37  720
 362   5.73  241 -12.10  720
 363   6.27  263 -10.18  720
 364   8.81  293 -11.80  720
 365   7.28  302 -13.84  716
