DOY,WS,WD,AT,n
258,9.23,183,21.73,288
259,8.10,179,21.71,288
260,8.72,181,22.34,288
261,7.67,180,21.73,291
262,6.61,342,17.45,288
263,2.68,282,16.99,288
264,5.20,119,17.45,288
265,5.24,135,18.49,288
266,3.22,115,19.37,286
267,5.00,079,19.02,288
268,5.68,042,19.02,288
269,6.33,077,18.90,289
270,5.52,134,19.28,288
271,4.25,165,20.38,288
272,8.85,349,19.11,289
273,11.46,023,14.24,288
274,12.64,045,13.14,288
275,13.73,050,12.84,288
276,13.84,055,10.90,288
277,9.35,047,10.89,288
278,4.70,039,13.60,288
279,3.72,013,14.49,288
280,4.65,260,15.36,288
281,6.59,156,17.34,288
282,9.68,334,15.70,288
283,5.70,163,14.00,288
284,8.81,200,17.29,288
285,10.34,217,19.38,288
286,8.91,297,13.04,288
287,5.05,320,11.49,288
288,8.74,255,15.22,288
289,8.15,313,10.63,288
290,7.48,327,6.86,288
291,4.48,305,8.86,288
292,12.70,195,14.06,288
293,10.91,198,17.38,288
294,8.97,192,17.93,288
295,5.91,339,14.97,288
296,8.41,103,13.01,288
297,9.72,204,16.38,288
298,5.26,316,11.31,288
299,5.04,111,12.29,288
300,10.20,103,12.73,288
301,11.32,177,12.07,288
302,12.34,254,5.53,288
303,5.35,265,8.77,288
304,10.37,176,9.33,288
305,8.34,243,12.44,288
306,8.64,195,15.79,288
307,6.77,170,15.33,291
308,6.19,185,16.17,288
309,8.93,190,17.80,288
310,12.00,246,12.94,288
311,7.71,276,8.32,288
312,4.13,240,8.23,288
313,4.13,165,9.28,288
314,3.74,038,9.95,288
315,7.88,169,11.11,288
316,15.09,222,9.53,288
317,13.35,279,5.88,288
318,6.92,242,6.42,288
319,9.22,216,13.42,288
320,8.47,178,11.85,288
321,10.54,148,10.59,288
322,14.14,170,14.11,288
323,12.57,232,7.67,288
324,8.52,252,3.72,288
325,9.05,047,1.50,288
326,8.44,262,-4.71,288
327,10.25,216,-0.09,288
328,5.60,233,3.16,288
329,10.20,171,7.41,288
330,12.97,190,11.84,288
331,13.34,331,7.95,288
332,9.33,016,3.21,288
333,5.59,027,3.49,288
334,8.55,090,4.99,288
335,8.19,190,5.97,288
336,7.02,242,2.30,287
337,7.57,277,1.20,288
338,6.50,235,1.62,187
344,14.72,210,13.25,87
345,7.56,191,9.76,720
346,3.51,035,9.01,719
347,6.82,169,12.67,720
348,11.25,167,11.76,707
349,5.74,266,6.04,719
350,10.18,151,7.22,720
351,10.17,247,1.80,715
352,8.94,259,-0.89,720
353,8.57,265,-3.36,720
354,11.45,195,3.80,720
355,12.62,212,8.76,720
356,4.94,272,4.78,720
357,9.78,158,8.65,720
358,11.09,226,6.54,720
359,5.49,338,5.23,720
360,8.33,080,5.75,720
361,11.55,008,5.18,720
362,15.01,062,2.08,720
363,9.87,230,2.61,720
364,5.61,249,-0.74,720
365,7.85,262,-2.14,716
