Input File=/chi/archive/chi2022.04t.avg
WS=Wind Speed (m/s)
WD=Wind Dir (deg)
AT=Air Temp (C)

Year=2022
Min WS =    0.0 m/s   Max WS =   25.9 m/s
Min WD =    0.0 deg   Max WD =  360.0 deg
Min AT =  -22.0 C     Max AT =   35.9 C

 Daily Averages
 DOY    WS    WD    AT     n
  68   6.27  249    2.32  720
  69   6.23  340   -2.59  720
  70    6.3  306   -3.98  720
  71   9.51  298   -8.21  720
  72   9.63  233   -0.14  720
  73   6.66  199    9.09  720
  74   5.58  343    1.92  720
  75   5.04  167    7.92  720
  76   6.22  179   13.21  720
  77   7.37  356    3.97  720
  78   8.69  329     3.2  720
  79   5.17  235     6.6  720
  80   7.11  187   13.74  720
  81   7.48   96    7.22  720
  82    5.8  128    7.01  720
  83   7.56  220     6.5  720
  84   7.21  293    4.41  720
  85  11.08  305    0.47  720
  86   8.09  340   -2.99  720
  87   5.57    5   -2.85  720
  88   7.27   99   -0.18  720
  89  10.06  161    8.39  720
  90   6.19  304     5.5  720
  91   6.92  332    1.07  720
  92   5.54  157    2.77  720
  93   4.66  328    2.54  720
  94   6.43  180    5.71  720
  95   5.08   70    4.34  720
  96   8.56  200    9.13  720
  97  10.39  239    6.31  720
  98    6.7  292    3.41  720
  99   6.28  332    2.06  720
 100   6.75  146    5.81  720
 101   7.62  221   12.76  720
 102   5.47  146    10.5  720
 103  11.94  188   16.96  720
 104  12.57  251    6.72  720
 105   9.35  247    8.21  720
 106   5.61  332    3.83  720
 107   5.37   44     2.1  720
 108    6.6    2    2.71  720
 109   8.43  322    3.39  720
 110   8.21  139    6.08  720
 111   9.33  234   12.48  720
 112    7.0   59   10.15  720
 113   9.45  152   14.49  720
 114  13.39  199   20.28  720
 115   8.48  263   12.18  720
 116    7.9  284    5.21  720
 117    5.9   19    2.31  720
 118   8.06   77    4.65  720
 119   6.02   98    8.05  720
 120   9.07  112   10.24  720
 121   9.01  209    12.1  720
 122   6.18  267    9.78  720
 123  10.57   47    6.92  720
 124   9.57  354    5.19  720
 125   3.24   13    6.29  720
 126  10.09   31    7.64  720
 127   8.01    3    7.96  720
 128   5.03   96    9.52  720
 129   9.45  132   13.39  720
 130   9.42  160   20.97  720
 131   6.85  153   24.12  720
 132   6.73  145   20.81  720
 133   7.36  140   21.76  720
 134   3.75  285   21.88  720
 135   4.96  287   19.33  720
 136   7.24  272   17.69  720
 137   4.48   13   13.47  720
 138   5.05   70   11.28  720
 139   5.31  173   16.97  720
 140  11.93  193    22.4  720
 141   3.99  349   13.47  720
 142   4.97   22   12.08  720
 143   4.98   55   10.66  720
 144   6.33   47   10.86  720
 145   8.25   91   13.74  720
 146   7.72  178   20.18  720
 147   9.45  359   12.61  720
 148   4.92  105   13.75  720
 149   9.07  168   19.34  720
 150  12.99  183   23.86  720
 151  11.41  202   26.14  720
 152   5.29  338   20.02  720
 153   2.36   97   16.13  720
 154    6.8  246   20.72  720
 155   2.73   76   16.64  720
 156   4.38   52   15.78  720
 157   4.44  179   18.75  720
 158   6.84   10   13.72  720
 159    4.5  107    15.1  720
 160   5.09  311   16.16  720
 161   4.64  202   20.07  720
 162   5.11  203   18.61  720
 163    4.6  345   17.07  720
 164   3.67   12   16.32  720
 165   6.08  182   26.56  720
 166   9.34  211   31.02  720
 167   8.39  227   28.38  720
 168   6.18  324   24.78  720
 169   6.65    5   16.99  720
 170   4.18   59   17.69  720
 171   6.18  194   25.63  720
 172   9.34  230   30.16  720
 173   5.82  324    27.6  720
 174   3.22   15   21.71  720
 175   4.72  141   22.95  720
 176   5.93  170   22.81  720
 177   6.33  287   23.15  720
 178   6.66  340   20.13  720
 179   5.84  171   21.46  720
 180   5.88  219   23.65  720
 181   7.65  199   25.75  720
 182   6.85  259   24.53  720
 183   2.93  150   21.23  720
 184   4.04   95   22.76  720
 185   4.92  160   24.06  720
 186   7.63  237   24.72  720
 187   6.22    0   21.15  720
 188    4.7   41   22.05  720
 189   5.07   63   22.85  720
 190   9.24   35   20.81  720
 191   4.75   69   21.94  720
 192   7.37  202   24.61  720
 193   6.28  297   24.41  720
 194    6.0  307   22.38  720
 195   5.74  355   20.11  720
 196   4.75  139   20.93  720
 197   6.13   47   20.81  720
 198   5.44   15    21.4  720
 199   3.98  348   22.89  720
 200   6.05  217   26.84  676
 201  10.89  230   27.28  720
 202   7.62  268   27.43  720
 203   5.95  272   26.37  720
 204   9.58  181   25.21  720
 205   9.74  223   26.34  720
 206   5.47    9   22.32  720
 207   4.82  132   21.75  720
 208   4.64  212   23.16  720
 209   6.25  274   24.24  720
 210   4.13  314   22.22  720
 211    3.6  120   22.83  720
 212   4.79  165   24.51  720
 213   8.67  240    25.5  720
 214   4.68    1   25.21  720
 215   9.88  213   26.53  720
 216   6.21  246   23.39  720
 217    3.5   17   22.58  720
 218   5.18  165   26.38  720
 219   5.81  201   26.34  720
 220   7.96  239   24.19  720
 221   6.78   12   20.01  720
 222   2.56  161   21.28  720
 223   6.81    8    22.7  720
 224   5.76   74   21.41  720
 225    7.4  176   21.76  720
 226   6.04  121   21.26  720
 227   6.31   36   20.88  720
 228   6.51   35   21.36  720
 229    4.6    0   20.98  720
 230   3.15   26   21.94  720
 231   6.68  192   24.26  720
 232   7.33  193   22.32  720
 233   4.91   16   21.58  720
 234   4.92    0   21.04  720
 235   3.44  313   22.25  720
 236   3.14  154   23.27  720
 237   4.92  213   23.27  720
 238   6.62  359   21.37  720
 239   3.88  100   21.17  720
 240   8.43  165   24.76  720
 241   8.53  210   25.16  720
 242   7.56  277   23.93  720
 243   6.22  290   23.39  720
 244   5.71  239   25.56  720
 245    6.2  186   25.21  720
 246   5.76  224   24.42  720
 247   8.02   23   21.36  720
 248   6.86   31    20.0  720
 249   4.55   50   21.33  720
 250   4.32    8   21.37  720
 251   2.37   95   21.81  720
 252   5.46  163   22.53  720
 253   4.14  172   23.77  720
 254   7.08   43   21.02  720
 255    7.5  263   15.19  720
 256   4.81  327   18.22  720
 257   3.65  316   19.91  720
 258   4.52  112   20.74  720
 259    6.3  187   23.47  720
 260   7.88  193   24.26  720
 261   7.05  196   24.61  720
 262   4.24    0   21.68  720
 263   6.25  145   21.62  720
 264   9.37  273   26.84  720
 265  10.56  340    16.1  720
 266   5.96   93   15.05  720
 267   6.85  208   16.06  720
 268   7.36  288   17.02  720
 269   9.79  296    14.5  720
 270   8.93  317   12.68  720
 271   8.86  341   11.96  720
 272   3.99  108   12.53  720
 273    4.2  124    14.6  720
 274   7.31   36   16.05  720
 275   8.49   33   15.67  720
 276   4.92   84   14.65  720
 277   2.65  122   16.37  720
 278   3.91  188   18.07  720
 279   5.75  259   18.43  720
 280  11.33    8   11.18  720
 281   7.52  282    9.66  720
 282   8.33  249   13.61  720
 283   3.22  251   16.27  720
 284   8.25  180   16.17  720
 285  11.91  213   15.86  720
 286   9.77  253   10.26  720
 287    8.4  227     9.0  720
 288   8.28  257    7.42  720
 289   7.92  277   10.62  720
 290   12.0  299    5.62  720
 291  12.62  313    4.65  720
 292    9.9  300    5.58  720
 293    6.5  248    7.62  720
 294   9.23  198   14.44  720
 295  12.25  190   18.47  720
 296   9.88  174   18.24  720
 297  11.43  176   18.97  720
 298    8.5  167   15.97  720
 299  10.23  343    8.53  720
 300   3.89   88    8.92  720
 301    5.8  104   10.33  720
 302   2.75  111   11.84  720
 303   2.95  112   12.82  720
 304    3.8   27   12.47  720
 305   4.18  237   14.66  720
 306   5.84  169   15.03  720
 307   8.73  184   16.47  720
 308  11.25  188   17.91  720
 309  16.77  192   16.22  720
 310  10.73  211   11.18  720
 311    7.0  315     9.7  720
 312   8.91   89    9.08  720
 313   8.85  171   12.98  720
 314  10.96  193   18.77  720
 315   8.13  272   11.55  720
 316   8.34  300     1.5  720
 317   6.94  310    1.14  720
 318    4.3  240    2.22  720
 319   7.24  108    2.74  720
 320   7.82  281    1.77  720
 321   9.27  261    0.39  720
 322  11.36  267   -1.91  720
 323  11.79  246   -4.71  720
 324   9.59  257   -5.48  720
 325  11.54  227    2.77  720
 326   5.17  238    6.36  720
 327   6.06  199    8.48  720
 328   6.34  187    8.76  720
 329   6.14  281    7.27  720
 330    7.6  222    8.17  720
 331   7.98   43    7.06  720
 332   5.34  265    4.84  720
 333   9.76  174    8.05  720
 334  13.97  261    0.65  720
 335   9.24  247   -3.53  720
 336  13.43  192    4.91  720
 337  12.44  257    2.75  720
 338   8.02  237   -1.41  720
 339   8.13  196     2.2  720
 340   4.45   36    5.03  720
 341   3.27  312     5.1  720
 342   5.53   35     3.6  720
 343  10.26   94    3.11  720
 344   6.17  127    3.35  720
 345   4.07  294    3.77  720
 346   4.48   37    4.09  720
 347   9.54  125    2.69  720
 348  12.91  125    4.32  720
 349   9.56  194     3.0  720
 350   9.36  221   -0.46  720
 351   9.44  242   -3.32  720
 352    9.8  258   -6.57  720
 353   4.34  274   -7.61  720
 354   5.51  215   -1.67  720
 355   5.02  334    -3.7  720
 356   7.26  204   -0.94  720
 357  16.19  278  -19.35  720
 358  15.47  271  -15.22  720
 359  10.36  271  -12.57  720
 360   4.21  269   -7.88  720
 361   7.18  240   -7.65  720
 362  14.19  191    0.29  720
 363  15.28  198    9.36  720
 364   9.04  238    8.99  720
 365   3.16  331    0.55  716
